Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,Colorado,"Chaffee County, Colorado",Federal Government,8,70,68,68,"1,469,900","1,647",0.39,0.48
2025,Colorado,"Cheyenne County, Colorado",Federal Government,6,11,13,15,"239,276","1,416",1.08,0.94
2025,Colorado,"Clear Creek County, Colorado",Federal Government,5,30,31,30,"629,449","1,596",0.44,0.42
2025,Colorado,"Conejos County, Colorado",Federal Government,10,40,37,35,"617,997","1,273",1.16,1.49
2025,Colorado,"Costilla County, Colorado",Federal Government,4,7,7,7,"90,659",996,0.39,0.4
2025,Colorado,"Crowley County, Colorado",Federal Government,4,10,10,10,"117,259",902,0.45,0.28
2025,Colorado,"Custer County, Colorado",Federal Government,4,18,17,18,"276,551","1,204",0.95,0.95
2025,Colorado,"Delta County, Colorado",Federal Government,16,159,158,162,"3,328,086","1,603",0.97,1.24
2025,Colorado,"Denver County, Colorado",Federal Government,107,"13,718","13,718","13,676","411,095,557","2,308",1.27,0.99
2025,Colorado,"Dolores County, Colorado",Federal Government,5,14,13,10,"172,989","1,079",0.95,1.32
2025,Colorado,"Douglas County, Colorado",Federal Government,31,733,738,695,"18,926,155","2,016",0.25,0.21
2025,Colorado,"Eagle County, Colorado",Federal Government,15,101,105,109,"2,397,094","1,756",0.15,0.15
2025,Colorado,"Elbert County, Colorado",Federal Government,9,32,28,33,"510,281","1,266",0.35,0.26
2025,Colorado,"El Paso County, Colorado",Federal Government,138,"13,650","13,645","13,589","334,091,343","1,886",2.31,2.42
2025,Colorado,"Fremont County, Colorado",Federal Government,19,"1,015","1,028","1,034","31,333,075","2,350",3.72,6
2025,Colorado,"Garfield County, Colorado",Federal Government,14,230,229,228,"5,206,329","1,749",0.43,0.46
2025,Colorado,"Gilpin County, Colorado",Federal Government,4,12,12,12,"216,812","1,390",0.13,0.11
2025,Colorado,"Grand County, Colorado",Federal Government,13,75,77,80,"1,542,342","1,534",0.49,0.54
2025,Colorado,"Gunnison County, Colorado",Federal Government,11,131,127,132,"2,512,057","1,486",0.71,0.77
2025,Colorado,"Hinsdale County, Colorado",Federal Government,1,3,3,2,"26,498",764,0.39,0.43
2025,Colorado,"Huerfano County, Colorado",Federal Government,4,15,15,14,"240,271","1,260",0.39,0.46
2025,Colorado,"Jackson County, Colorado",Federal Government,4,18,18,18,"312,381","1,335",1.71,1.97
2025,Colorado,"Jefferson County, Colorado",Federal Government,72,"7,213","7,125","7,321","211,473,614","2,253",1.55,1.61
2025,Colorado,"Kiowa County, Colorado",Federal Government,5,21,17,17,"233,472",980,1.82,1.82
2025,Colorado,"Kit Carson County, Colorado",Federal Government,9,39,37,39,"619,807","1,244",0.67,0.64
2025,Colorado,"Lake County, Colorado",Federal Government,4,54,53,53,"1,408,603","2,032",0.91,1.09
2025,Colorado,"La Plata County, Colorado",Federal Government,24,336,328,331,"7,486,413","1,736",0.65,0.73
2025,Colorado,"Larimer County, Colorado",Federal Government,48,"2,578","2,566","2,566","74,273,915","2,223",0.79,0.92
2025,Colorado,"Las Animas County, Colorado",Federal Government,11,70,65,67,"1,202,930","1,374",0.75,0.89
2025,Colorado,"Lincoln County, Colorado",Federal Government,7,20,20,20,"314,732","1,211",0.47,0.42
2025,Colorado,"Logan County, Colorado",Federal Government,10,55,56,54,"938,584","1,313",0.36,0.37
2025,Colorado,"Mesa County, Colorado",Federal Government,43,"1,934","1,938","1,944","51,750,161","2,053",1.52,2.11
2025,Colorado,"Mineral County, Colorado",Federal Government,2,4,4,4,"60,890","1,171",0.29,0.29
2025,Colorado,"Moffat County, Colorado",Federal Government,14,96,96,101,"2,072,891","1,633",1.16,1.2
2025,Colorado,"Montezuma County, Colorado",Federal Government,20,295,295,306,"5,995,520","1,544",1.73,2.24
2025,Colorado,"Montrose County, Colorado",Federal Government,18,337,339,348,"7,833,684","1,765",1.04,1.36
2025,Colorado,"Morgan County, Colorado",Federal Government,11,88,94,89,"2,035,005","1,733",0.35,0.43
2025,Colorado,"Otero County, Colorado",Federal Government,12,95,92,95,"1,677,640","1,373",0.81,0.94
2025,Colorado,"Ouray County, Colorado",Federal Government,4,9,9,8,"187,288","1,662",0.21,0.29
2025,Colorado,"Park County, Colorado",Federal Government,12,63,59,61,"1,347,719","1,700",1.07,1.29
2025,Colorado,"Phillips County, Colorado",Federal Government,5,25,26,26,"361,726","1,084",0.78,0.66
2025,Colorado,"Pitkin County, Colorado",Federal Government,8,71,70,72,"1,800,884","1,951",0.19,0.18
2025,Colorado,"Prowers County, Colorado",Federal Government,8,40,37,37,"651,335","1,318",0.4,0.46
2025,Colorado,"Pueblo County, Colorado",Federal Government,29,927,914,912,"19,436,966","1,629",0.77,0.87
2025,Colorado,"Rio Blanco County, Colorado",Federal Government,4,67,67,67,"1,325,682","1,522",1.23,1.13
2025,Colorado,"Rio Grande County, Colorado",Federal Government,8,113,108,108,"2,167,395","1,520",1.32,1.66
2025,Colorado,"Routt County, Colorado",Federal Government,10,101,97,94,"1,942,217","1,535",0.29,0.28
2025,Colorado,"Saguache County, Colorado",Federal Government,10,41,40,41,"797,021","1,508",1.25,1.82
2025,Colorado,"San Juan County, Colorado",Federal Government,1,1,1,0,"9,792","1,130",0,0.09
2025,Colorado,"San Miguel County, Colorado",Federal Government,7,28,28,29,"532,443","1,446",0.22,0.2
2025,Colorado,"Sedgwick County, Colorado",Federal Government,5,18,16,18,"254,412","1,129",1.28,1.26
2025,Colorado,"Summit County, Colorado",Federal Government,5,52,55,53,"1,203,168","1,735",0.11,0.13
2025,Colorado,"Teller County, Colorado",Federal Government,8,48,45,45,"842,844","1,409",0.29,0.29
2025,Colorado,"Washington County, Colorado",Federal Government,8,34,33,32,"497,661","1,160",1.33,1.47
2025,Colorado,"Weld County, Colorado",Federal Government,56,721,721,719,"16,443,560","1,756",0.31,0.3
2025,Colorado,"Yuma County, Colorado",Federal Government,10,45,46,48,"635,903","1,056",0.63,0.52
2025,Colorado,"Unknown Or Undefined, Colorado",Federal Government,95,"1,163","1,154","1,119","37,754,956","2,536",1.98,1.34
2025,Connecticut,"Capitol Planning Region, Connecticut",Federal Government,143,"5,456","5,420","5,454","132,942,107","1,879",0.54,0.43
2025,Connecticut,"Greater Bridgeport Planning Region, Connecticut",Federal Government,33,784,794,787,"18,983,182","1,852",0.36,0.33
2025,Connecticut,"Lower Connecticut River Valley Planning Region, Connecticut",Federal Government,38,371,353,303,"6,090,774","1,369",0.22,0.18
2025,Connecticut,"Naugatuck Valley Planning Region, Connecticut",Federal Government,40,839,819,784,"15,584,497","1,473",0.26,0.21
2025,Connecticut,"Northeastern Connecticut Planning Region, Connecticut",Federal Government,35,191,188,188,"3,354,852","1,365",0.34,0.31
2025,Connecticut,"Northwest Hills Planning Region, Connecticut",Federal Government,39,270,269,270,"4,942,299","1,410",0.38,0.32
2025,Connecticut,"South Central Connecticut Planning Region, Connecticut",Federal Government,73,"4,850","4,809","4,909","146,637,187","2,323",0.92,1.04
2025,Connecticut,"Southeastern Connecticut Planning Region, Connecticut",Federal Government,71,"2,854","2,858","2,892","65,932,284","1,768",1.18,1.07
2025,Connecticut,"Western Connecticut Planning Region, Connecticut",Federal Government,63,"1,835","1,813","1,835","41,147,722","1,732",0.33,0.13
2025,Connecticut,"Unknown Or Undefined, Connecticut",Federal Government,76,"1,019","1,015",983,"32,793,664","2,508",1.07,0.58
2025,Delaware,"Kent County, Delaware",Federal Government,59,"1,811","1,806","1,823","42,236,177","1,792",1.34,1.61
2025,Delaware,"New Castle County, Delaware",Federal Government,61,"3,741","3,727","3,750","104,097,808","2,141",0.64,0.6
2025,Delaware,"Sussex County, Delaware",Federal Government,38,690,688,699,"15,505,887","1,723",0.4,0.47
2025,Delaware,"Unknown Or Undefined, Delaware",Federal Government,58,518,520,514,"16,016,812","2,382",3.27,2.62
2025,District of Columbia,"District of Columbia, not unknown",Federal Government,343,"191,442","191,208","192,542","7,208,745,606","2,892",13.3,11.17
2025,Florida,"Alachua County, Florida",Federal Government,47,"4,895","4,900","4,845","132,253,383","2,085",1.77,2.17
2025,Florida,"Baker County, Florida",Federal Government,4,72,74,74,"1,393,610","1,462",0.51,0.63
2025,Florida,"Bay County, Florida",Federal Government,55,"4,118","4,123","4,111","112,692,532","2,105",2.55,3.96
2025,Florida,"Bradford County, Florida",Federal Government,5,26,27,27,"425,210","1,227",0.22,0.21
2025,Florida,"Brevard County, Florida",Federal Government,74,"6,919","6,914","6,920","202,221,384","2,249",1.46,1.78
2025,Florida,"Broward County, Florida",Federal Government,99,"7,678","7,657","7,644","207,831,941","2,087",0.46,0.49
2025,Florida,"Calhoun County, Florida",Federal Government,4,18,22,24,"358,209","1,292",0.38,0.42
2025,Florida,"Charlotte County, Florida",Federal Government,12,371,365,361,"7,946,305","1,672",0.32,0.39
2025,Florida,"Citrus County, Florida",Federal Government,13,214,212,222,"4,109,206","1,463",0.32,0.38
2025,Florida,"Clay County, Florida",Federal Government,14,498,489,475,"10,502,067","1,658",0.42,0.43
2025,Florida,"Collier County, Florida",Federal Government,27,705,700,698,"16,237,908","1,782",0.2,0.2
2025,Florida,"Columbia County, Florida",Federal Government,11,"1,303","1,311","1,281","30,968,950","1,835",2.67,3.7
2025,Florida,"DeSoto County, Florida",Federal Government,5,124,124,125,"3,305,060","2,045",0.63,1.04
2025,Florida,"Dixie County, Florida",Federal Government,4,9,9,9,"139,551","1,193",0.16,0.16
2025,Florida,"Duval County, Florida",Federal Government,103,"18,261","18,259","18,287","421,716,712","1,776",1.69,1.47
2025,Florida,"Escambia County, Florida",Federal Government,59,"6,555","6,573","6,591","136,071,368","1,592",2.27,2.21
2025,Florida,"Flagler County, Florida",Federal Government,6,163,162,162,"3,050,010","1,445",0.29,0.33
2025,Florida,"Franklin County, Florida",Federal Government,4,11,12,13,"245,369","1,573",0.19,0.26
2025,Florida,"Gadsden County, Florida",Federal Government,10,74,69,69,"1,112,099","1,211",0.22,0.22
2025,Florida,"Gilchrist County, Florida",Federal Government,3,37,37,38,"623,248","1,284",0.51,0.53
2025,Florida,"Glades County, Florida",Federal Government,3,4,4,4,"103,023","1,981",0.1,0.14
2025,Florida,"Gulf County, Florida",Federal Government,3,16,15,14,"290,790","1,491",0.16,0.2
2025,Florida,"Hamilton County, Florida",Federal Government,4,30,31,32,"524,832","1,302",0.52,0.42
2025,Florida,"Hardee County, Florida",Federal Government,7,52,53,54,"953,551","1,384",0.38,0.44
2025,Florida,"Hendry County, Florida",Federal Government,8,95,92,92,"1,889,937","1,563",0.37,0.45
2025,Florida,"Hernando County, Florida",Federal Government,12,351,351,344,"6,949,492","1,533",0.35,0.43
2025,Florida,"Highlands County, Florida",Federal Government,16,281,284,283,"5,751,920","1,565",0.5,0.62
2025,Florida,"Hillsborough County, Florida",Federal Government,127,"16,803","16,812","16,682","479,806,450","2,201",1.08,1.16
2025,Florida,"Holmes County, Florida",Federal Government,7,58,56,56,"998,326","1,355",0.79,1.07
2025,Florida,"Indian River County, Florida",Federal Government,16,380,383,386,"7,999,083","1,607",0.34,0.32
2025,Florida,"Jackson County, Florida",Federal Government,17,445,448,448,"10,698,778","1,841",1.58,2.37
2025,Florida,"Jefferson County, Florida",Federal Government,6,31,29,32,"461,758","1,158",0.53,0.51
2025,Florida,"Lafayette County, Florida",Federal Government,2,11,11,11,"185,799","1,299",0.4,0.45
2025,Florida,"Lake County, Florida",Federal Government,37,651,631,637,"11,950,391","1,437",0.28,0.29
2025,Florida,"Lee County, Florida",Federal Government,52,"2,523","2,521","2,512","56,148,811","1,715",0.42,0.45
2025,Florida,"Leon County, Florida",Federal Government,41,"1,980","1,969","1,975","49,545,997","1,930",0.62,0.74
2025,Florida,"Levy County, Florida",Federal Government,10,69,72,71,"1,348,701","1,468",0.37,0.47
2025,Florida,"Liberty County, Florida",Federal Government,5,36,35,34,"828,590","1,821",0.92,1.37
2025,Florida,"Madison County, Florida",Federal Government,7,45,39,45,"665,161","1,190",0.46,0.47
2025,Florida,"Manatee County, Florida",Federal Government,29,"1,023","1,006","1,001","20,493,962","1,561",0.35,0.34
2025,Florida,"Marion County, Florida",Federal Government,40,910,927,936,"19,608,626","1,632",0.4,0.47
2025,Florida,"Martin County, Florida",Federal Government,15,286,285,282,"5,737,842","1,552",0.19,0.19
2025,Florida,"Miami-Dade County, Florida",Federal Government,154,"21,876","21,777","21,713","633,472,045","2,236",0.88,0.88
2025,Florida,"Monroe County, Florida",Federal Government,41,"1,439","1,435","1,446","31,121,709","1,662",1.54,1.61
2025,Florida,"Nassau County, Florida",Federal Government,11,568,559,561,"22,686,321","3,101",1.04,2.2
2025,Florida,"Okaloosa County, Florida",Federal Government,82,"9,004","9,001","8,973","248,228,522","2,123",5.21,6.77
2025,Florida,"Okeechobee County, Florida",Federal Government,3,72,67,71,"1,302,422","1,431",0.29,0.34
2025,Florida,"Orange County, Florida",Federal Government,87,"14,139","14,168","14,066","395,467,382","2,154",0.77,0.91
2025,Florida,"Osceola County, Florida",Federal Government,18,642,629,626,"13,093,908","1,593",0.27,0.32
2025,Florida,"Palm Beach County, Florida",Federal Government,78,"7,029","7,005","6,967","187,070,465","2,056",0.53,0.5
2025,Florida,"Pasco County, Florida",Federal Government,30,"1,080","1,073","1,074","23,525,000","1,682",0.37,0.43
2025,Florida,"Pinellas County, Florida",Federal Government,63,"7,835","7,778","7,683","210,211,471","2,082",0.89,1.04
2025,Florida,"Polk County, Florida",Federal Government,51,"1,494","1,463","1,477","31,296,106","1,629",0.29,0.32
2025,Florida,"Putnam County, Florida",Federal Government,21,116,112,118,"2,024,883","1,351",0.35,0.34
2025,Florida,"St. Johns County, Florida",Federal Government,22,856,858,847,"21,938,810","1,977",0.43,0.54
2025,Florida,"St. Lucie County, Florida",Federal Government,27,835,839,841,"20,451,993","1,877",0.47,0.64
2025,Florida,"Santa Rosa County, Florida",Federal Government,22,983,971,972,"19,524,448","1,540",1.14,1.32
2025,Florida,"Sarasota County, Florida",Federal Government,33,"1,107","1,095","1,110","25,149,630","1,752",0.29,0.3
2025,Florida,"Seminole County, Florida",Federal Government,28,"1,145","1,168","1,158","25,596,870","1,702",0.28,0.27
2025,Florida,"Sumter County, Florida",Federal Government,15,"1,724","1,717","1,734","50,807,218","2,266",2.14,3.21
2025,Florida,"Suwannee County, Florida",Federal Government,8,118,106,114,"1,981,624","1,353",0.5,0.54
2025,Florida,"Taylor County, Florida",Federal Government,4,28,28,29,"531,282","1,442",0.27,0.32
2025,Florida,"Union County, Florida",Federal Government,3,17,14,14,"277,270","1,422",0.2,0.24
2025,Florida,"Volusia County, Florida",Federal Government,42,"1,416","1,406","1,415","33,337,158","1,816",0.38,0.48
2025,Florida,"Wakulla County, Florida",Federal Government,8,96,95,97,"1,830,618","1,467",0.75,0.89
2025,Florida,"Walton County, Florida",Federal Government,10,189,191,194,"4,688,857","1,885",0.29,0.38
2025,Florida,"Washington County, Florida",Federal Government,5,34,32,32,"608,266","1,432",0.26,0.32
2025,Florida,"Unknown Or Undefined, Florida",Federal Government,112,"9,280","9,395","9,353","283,497,962","2,334",0.98,0.69
2025,Georgia,"Appling County, Georgia",Federal Government,5,51,46,50,"868,191","1,363",0.33,0.23
2025,Georgia,"Atkinson County, Georgia",Federal Government,2,15,14,15,"255,740","1,341",0.36,0.39
2025,Georgia,"Bacon County, Georgia",Federal Government,5,26,24,24,"453,776","1,415",0.34,0.41
2025,Georgia,"Baker County, Georgia",Federal Government,1,1,1,1,"17,328","1,333",0.12,0.13
2025,Georgia,"Baldwin County, Georgia",Federal Government,5,77,77,79,"1,422,033","1,408",0.25,0.3
2025,Georgia,"Banks County, Georgia",Federal Government,2,17,18,18,"325,348","1,417",0.19,0.23
2025,Georgia,"Barrow County, Georgia",Federal Government,10,191,192,186,"3,829,812","1,553",0.38,0.45
2025,Georgia,"Bartow County, Georgia",Federal Government,14,218,220,212,"4,178,378","1,483",0.23,0.23
2025,Georgia,"Ben Hill County, Georgia",Federal Government,1,23,23,22,"384,102","1,304",0.2,0.24
2025,Georgia,"Berrien County, Georgia",Federal Government,6,40,38,35,"584,200","1,193",0.46,0.4
2025,Georgia,"Bibb County, Georgia",Federal Government,26,966,967,"1,000","22,826,430","1,796",0.66,0.79
2025,Georgia,"Bleckley County, Georgia",Federal Government,3,33,29,33,"496,268","1,206",0.52,0.52
2025,Georgia,"Brantley County, Georgia",Federal Government,4,27,28,30,"486,891","1,322",0.58,0.64
2025,Georgia,"Brooks County, Georgia",Federal Government,5,24,22,24,"423,755","1,397",0.37,0.43
2025,Georgia,"Bryan County, Georgia",Federal Government,7,199,196,196,"4,705,744","1,837",0.8,1.04
2025,Georgia,"Bulloch County, Georgia",Federal Government,11,136,141,144,"2,739,412","1,502",0.26,0.31
2025,Georgia,"Burke County, Georgia",Federal Government,8,37,34,34,"762,038","1,675",0.24,0.15
2025,Georgia,"Butts County, Georgia",Federal Government,4,53,44,46,"809,105","1,306",0.27,0.3
2025,Georgia,"Calhoun County, Georgia",Federal Government,5,16,16,16,"283,599","1,363",0.67,0.85
2025,Georgia,"Camden County, Georgia",Federal Government,15,"2,788","2,781","2,780","67,147,028","1,856",8.86,10.87
2025,Georgia,"Candler County, Georgia",Federal Government,2,19,20,20,"312,092","1,221",0.33,0.35
2025,Georgia,"Carroll County, Georgia",Federal Government,13,246,243,245,"4,027,034","1,266",0.28,0.23
2025,Georgia,"Catoosa County, Georgia",Federal Government,4,96,90,89,"1,665,929","1,398",0.28,0.36
2025,Georgia,"Charlton County, Georgia",Federal Government,3,34,36,36,"698,740","1,521",0.91,1.16
